precio,aseos,dormitorios,superficie,plantas,codigo_postal
320000,3,1,1340,1,98133
428750,3,1,1620,1.5,98006
330000,3,2.25,2300,2,98022
456500,4,3.5,2000,3,98177
352000,3,2.25,1640,1,98059
664000,4,2,1530,1.5,98105
628000,3,1.75,4000,1,98011
512000,3,1.75,1610,1,98052
254000,3,2,2070,1,98023
535800,4,2.5,1900,2,98029
287653,3,1,1050,1,98038
438000,3,2.5,1520,2,98136
450000,4,1.75,2390,1,98028
327000,5,2.75,2400,2,98092
370500,4,2.5,1790,2,98059
265000,3,2.5,1720,2,98038
450000,4,2.75,2980,1,98056
425000,3,1,1520,1.5,98027
166600,3,1.75,1150,1,98042
245000,1,0.75,380,1,98168
565000,3,1,910,1,98115
539900,3,1.75,1650,1,98033
910000,3,3.5,2480,2,98144
280000,4,2.5,2050,2,98092
275000,3,2.25,1420,2,98038
467000,3,2.5,3460,2,98056
457500,3,2.5,1500,2,98029
381156,2,1,1320,1,98118
289999,5,2.5,2180,1,98092
642450,3,1.75,1830,1,98144
469950,3,2.25,1620,1,98007
795000,3,2,2920,1,98033
785000,4,2.5,3300,2,98074
860000,3,2.25,3060,2,98006
1095000,0,0,3064,3.5,98102
147500,3,1,1530,1,98031
390000,3,2,1910,1,98011
229000,3,1,1020,1,98198
185000,3,1,1150,1,98168
414900,3,1.5,1260,1,98115
200000,4,2,1920,1,98136
225000,4,2.25,1800,1,98092
720000,3,1.75,2040,2,98105
930000,4,2.5,2200,2,98119
1270000,5,2.5,3200,1,98004
700000,5,3.25,2400,2,98122
466000,2,1.5,1140,3,98103
374000,3,1.5,1330,1,98011
480000,3,2.5,1940,2,98072
740000,3,2.5,3000,2,98053
1010000,4,1,1820,1.5,98102
395000,4,2.5,2910,2,98042
340000,2,1,1090,1,98106
209000,3,2,1230,2,98106
431650,5,2.5,1710,1.5,98007
980000,5,2.5,3160,1,98040
660000,3,2.5,2680,2,98077
730000,4,2.25,2190,2,98033
291500,3,1.75,1260,1,98042
905000,4,3.5,2970,2,98040
800000,4,2.5,2570,1.5,98077
839900,4,3.5,3810,1,98056
200000,1,1.5,1010,2,98126
300000,3,2,1480,1,98058
530000,3,1.75,1250,1.5,98115
314950,3,2.25,1654,2,98038
255000,3,1.75,1410,1,98031
550000,5,2.75,2160,1,98144
435000,3,1,1400,1,98136
234000,3,1.75,1420,1,98002
615000,4,2.25,2500,1,98052
205000,3,2,1410,1,98001
384000,4,1.75,2100,1,98106
324000,3,2.5,1750,2,98055
645000,3,1.75,2070,1,98115
570000,3,3.25,1570,2,98107
324000,3,2.5,1920,2,98031
270000,2,1,1000,1,98106
290000,5,1.5,2120,1.5,98058
250000,3,2,1440,1,98198
342000,3,1.75,1660,2,98014
255000,3,1.5,1340,1,98188
800000,3,2.25,2380,1,98040
451000,3,1.75,1560,1.5,98126
990000,4,2.5,2780,1,98033
288400,4,2.5,1860,1,98031
420000,3,1.5,2390,2,98118
359000,2,2.75,1370,2,98133
390000,4,3,2570,1,98058
300000,3,2.5,1320,2,98118
545000,5,2.5,2520,1,98034
288349,3,1,1250,1,98010
299900,3,2.25,1560,1,98092
891000,4,2,2330,1.5,98117
1200000,3,2,3660,1,98117
378000,4,2.5,2790,2,98038
299995,2,1,1060,1,98155
253000,3,2.5,2020,1,98042
350000,3,2.25,1580,1,98024
565000,4,3,2020,1.5,98107
315000,2,1,970,1,98118
570000,4,3,1490,1.5,98136
971000,5,3.5,4390,2,98125
915000,5,2.5,2750,1.5,98112
419000,4,1.5,2150,1,98166
260000,4,1.75,1810,1,98023
1321500,3,3,2230,2,98004
369950,3,1,2430,1,98045
1029900,3,2.5,3680,2,98006
435000,5,1,1410,1.5,98118
601000,3,1.75,1330,1,98125
460500,3,1,1490,1,98033
720000,3,2.5,2020,3,98103
851000,4,2.5,3130,2,98075
550000,4,3,2670,2,98126
700000,4,1,1980,1.5,98103
323000,3,1.75,2100,1,98042
345500,3,1,1350,1,98177
378000,4,1.5,2140,1,98118
650000,4,2,2208,3,98116
385000,3,2,1010,1,98074
425000,2,1,970,1,98102
210000,4,2,1520,1.5,98022
630000,4,2.5,2740,2,98077
335000,3,1.75,1570,1,98146
196500,3,1,1320,1,98001
582800,4,2.75,2550,1,98074
440000,3,1.75,1560,1,98034
752500,4,2.25,2360,2,98033
532500,3,1.75,1330,2,98116
265000,3,1,1070,1,98198
397500,3,1.25,1510,1,98125
524250,3,2.5,1710,2,98029
765000,4,2.75,2790,2,98027
648000,4,2.5,2620,2,98074
469500,5,2.5,2970,1,98031
237500,3,1.75,1050,1,98023
216000,3,1,1280,1,98003
427200,3,1,1030,1,98056
280000,3,2.25,1900,1,98055
718000,5,3,3070,1,98006
420000,2,2.75,1760,2,98065
379000,2,1,930,1,98117
326100,2,1,880,1,98177
535000,3,2.5,1360,3,98115
283000,4,2.75,2130,1,98022
260000,3,1,1480,1.5,98168
399000,4,1,1500,1.5,98126
484950,3,2.25,1670,2,98029
640000,4,1.75,2060,1,98005
585000,4,2.5,2160,1,98115
645000,4,2,2780,1,98125
253000,3,2,1490,1,98003
178500,2,1,740,1,98146
291000,4,2.5,1860,2,98038
199950,2,2.75,1590,1.5,98001
553500,2,1,850,1,98105
189950,2,1,1030,1,98038
289000,3,2,1850,1,98001
700000,4,2,1830,2,98105
270000,3,2,1560,1,98058
258000,4,1.75,1730,1,98023
530000,3,2.5,1930,2,98125
245000,3,2.25,1422,2,98092
563000,3,2,1380,1.5,98117
515000,3,2.5,2430,2,98065
325000,4,2.5,2610,2,98023
540000,3,2.25,2000,2,98024
280300,2,1,920,1,98103
460000,4,1.75,1750,1.5,98117
475000,3,1.75,2020,1,98072
900000,4,2.25,2460,1,98007
538200,4,3,1780,1,98008
429000,2,1,1080,1,98122
164808,3,1,1250,1,98178
520000,4,2.25,1870,2,98052
475000,3,1.75,1700,1,98125
283000,4,1.5,1480,1,98168
321500,4,2.5,1930,2,98030
840000,4,2.75,3130,2,98077
287000,3,2.25,1370,2,98038
375000,3,1.75,960,1,98052
349500,3,1.75,1260,1,98034
446450,3,1.5,1480,1,98126
315000,4,2.5,1930,2,98031
271310,2,1,870,1.5,98144
315000,4,1,1300,1.5,98133
245000,3,1.75,1490,1,98030
543115,2,1,1380,1,98199
900000,4,2,1190,1.5,98117
2450000,4,4.25,4250,2,98144
554000,2,2,1920,1,98053
249900,3,1.75,2080,1,98001
768000,3,2.5,3220,2,98006
980000,4,3,3680,1,98199
395000,5,2.5,2070,1,98146
415000,3,1.75,1480,2,98103
380000,4,2.5,2000,2,98038
566000,3,2.5,1560,2,98075
218500,2,1,1600,1,98002
550000,4,2.5,1940,1,98052
512031,3,1.75,1540,1,98117
197500,2,1,820,1,98055
470000,3,2.25,1780,1,98033
590000,3,1.75,1560,1,98053
465000,4,2.25,2210,1,98011
499000,2,1.75,2040,1,98027
515000,3,2.25,1920,1,98006
716500,3,1.75,1930,1,98105
410000,3,2,1700,1,98199
850000,4,3.25,3450,2,98136
1050000,4,3.25,3440,2,98033
648000,4,2.5,2380,2,98075
620000,4,2.25,2400,1.5,98117
935000,4,4.5,5670,2,98010
379000,3,1,1140,1,98034
699000,3,1.75,1670,1,98199
528000,4,2.25,1910,1,98125
425000,3,1.75,1560,1,98056
249500,2,1.75,1500,1,98042
1035480,5,3.25,4475,2,98053
790000,4,2.75,2840,1,98136
399950,3,1,1020,1,98027
275000,3,1.5,1410,1,98133
550000,3,1,1520,1.5,98109
140000,1,1,730,1,98055
250000,3,1,1190,1,98108
318000,3,2.25,1410,2,98198
505000,2,1,1240,1,98075
470500,5,2.5,2500,1,98006
360000,3,1,1050,1.5,98125
1242500,4,2.75,2680,1,98006
986000,3,2.5,2380,1,98136
515000,2,1,1060,1,98112
320000,3,1.75,2300,1,98168
310000,4,3,2010,1,98178
356700,2,1,1090,1,98126
775000,4,1.75,2320,1,98199
325000,3,1,1040,1,98133
208000,4,2.75,1810,1.5,98198
825000,2,1,1150,1,98178
515000,3,2.5,2360,1,98003
490000,3,1.5,1970,1.5,98122
675000,4,3,2690,1,98166
360000,4,2.5,2080,1,98144
550000,4,2.5,2080,1,98144
225000,3,1.5,1370,1,98168
500000,3,2.75,3410,1.5,98058
385000,4,2,1850,1,98059
837700,5,2.75,3010,2,98052
448000,3,2.25,1530,2,98053
730000,5,1.75,2690,1,98004
575000,4,1.5,2810,1,98136
430000,3,1.75,1810,1,98034
435000,3,2.5,1560,2,98053
241000,3,1,1010,1,98092
453500,2,1.75,1000,1,98109
285000,2,1.5,990,3,98133
151000,2,1,720,1,98056
1570000,5,4.5,6070,2,98059
631000,5,2,2270,2,98122
285000,2,2.5,1380,2,98126
195000,3,1,1260,1,98023
817500,4,2.5,2910,2,98075
550000,3,2,1810,1,98007
1127000,4,2.5,3160,2,98033
609850,2,2.75,1910,3,98119
200000,3,1,1230,1,98106
367000,4,2.5,2960,2,98038
285167,3,2.25,2200,2,98092
275000,2,1.5,1270,1,98003
350900,4,2.5,2540,2,98030
660000,4,3.25,3030,2,98029
525000,3,1.75,1520,1,98008
262000,4,2.5,1560,2,98168
690000,2,1,970,1,98103
624000,5,3.75,3570,2,98019
353000,3,1,1350,1,98125
552500,4,3.5,3710,2,98056
224500,4,1,1430,1.5,98092
239000,3,1,940,1,98146
975000,5,4.5,4300,2,98029
1200000,4,1.75,3990,2,98059
505000,3,1,1380,1.5,98112
302000,4,1.75,2020,1,98059
170000,3,1,1480,1,98106
195000,2,1,1190,1,98027
272000,5,1.5,2550,1,98056
369000,5,1.5,2550,1,98056
332500,3,1.5,1500,1,98125
515000,3,2.5,3000,1,98008
269000,3,1,1690,1,98178
1278000,4,4,4390,1,98059
303000,3,2.5,1560,2,98055
420000,7,3,2940,1,98155
400000,3,1,1130,1,98117
225000,3,1,1020,1,98022
219000,2,2,1310,2,98038
605000,3,2.5,2570,2,98011
625000,4,2,2020,1,98115
380000,5,2,1680,1,98144
620000,4,2,1770,1.5,98007
687500,4,2.75,3190,2,98075
225500,4,2,1440,1,98058
252500,3,2,1150,1,98178
510000,3,2.5,1860,2,98029
510000,4,2.5,2430,2,98155
725000,3,2.5,1940,1.5,98109
75000,1,0,670,1,98022
492000,2,1,880,1,98103
425000,4,2.5,1930,1,98072
1955000,4,2.75,3120,1,98034
298900,3,2.5,1830,2,98092
699000,4,2.5,3230,2,98027
310000,2,1,700,1,98103
350000,3,1.75,1010,1,98033
790000,4,1.75,2460,1,98178
305000,4,2.5,2230,2,98031
315000,3,2.5,1570,2,98118
267500,5,3.5,2390,2,98042
1750000,4,3.25,3460,2,98115
435000,6,3.5,2400,2,98034
482500,6,4.5,2940,1.5,98034
5110800,5,5.25,8010,2,98033
439995,3,1.75,1570,1,98133
460000,3,3,1520,1,98034
194000,3,1,1070,1,98023
290000,2,0.75,440,1,98070
274700,4,2,2440,1,98031
900000,4,2.5,2660,2,98105
1150000,4,4,4460,2,98053
605000,3,2.5,2010,2,98027
359000,3,2.5,1450,2,98065
850000,3,1.75,1400,1,98004
505000,3,2,1500,2,98107
565000,3,2.5,2500,2,98072
585000,2,1.75,1280,1,98118
328000,4,3.25,3380,2,98198
749950,4,2.75,2910,1,98177
826000,4,2.5,3060,2,98027
535000,3,1,1330,1,98024
925000,4,2.5,3300,2,98029
875000,3,3.5,3250,2,98136
902000,4,2.25,2530,1,98006
423000,3,1,1830,1,98133
235000,3,1,1170,1,98059
545000,2,2,2930,1,98070
343000,2,1,1230,1,98133
334950,3,2.5,1620,2,98058
405000,3,1.75,1760,1,98118
220000,4,1,1440,1,98188
173000,2,1,1740,1,98168
655000,3,1,1270,1.5,98119
406000,2,1,880,1,98115
632000,6,2.5,2560,1,98125
357000,5,2.75,1540,1,98106
361000,3,1.75,1150,1,98014
277000,2,1,770,1,98155
630000,4,3.75,4610,1,98027
254000,3,2.5,1850,2,98042
472800,3,2.25,1840,1,98006
263000,3,1.75,1490,1,98118
510000,3,1.75,1490,1,98118
179950,3,1,960,1,98003
525000,4,2.25,1580,1,98027
479000,3,2.5,1260,3,98109
651000,3,2,1940,1,98116
949000,4,1.75,2490,1,98033
392400,5,2.5,2520,1.5,98155
585000,4,1.75,1760,1,98115
460000,4,2.5,4190,2,98058
470000,3,1,1170,1,98199
245000,3,2.5,1600,2,98038
500000,4,2,2760,2,98155
455000,3,2.5,2090,2,98011
485500,4,2.5,2320,2,98065
1875000,5,3.25,4110,2,98122
100000,2,1,770,1,98001
307000,3,1.75,1410,1,98014
475000,4,3.5,3660,2,98023
330000,4,2.5,2180,1,98011
130000,3,1,1110,1,98033
320000,3,2.5,2280,2,98001
735000,4,2.5,2820,2,98118
365000,4,2.5,1570,1,98155
234000,3,1.5,1200,1,98042
211000,4,2,1710,1.5,98031
680000,6,3.5,3000,2,98118
457000,4,3,2800,2,98038
349000,3,2.25,1640,2,98034
360000,3,2.75,2030,1,98108
350000,4,2.5,2530,2,98042
208000,3,1,990,1,98002
250275,2,1,790,1,98166
435000,2,1,790,1,98166
270000,3,1.75,1800,1,98030
438000,3,1.75,1650,1,98028
659000,4,2,1980,2,98072
645000,4,2.75,2340,1,98126
685100,4,2.5,2790,2,98074
350000,7,3,2800,1,98056
375000,2,1,1840,1,98072
170000,3,1.5,1350,1,98092
880000,4,2.5,3030,3,98117
410500,4,2.5,1980,2,98014
780000,4,2.5,3690,2,98075
1225000,5,4.5,3732,2.5,98112
449000,2,1.75,1510,1,98053
546000,3,1.75,2000,1,98117
317000,3,2,1760,1,98058
276900,3,1,1270,1,98056
399000,5,2,2620,1,98133
495000,5,2.75,2630,1,98027
258000,3,1.75,2270,1,98023
600000,2,2.5,2410,1,98024
265000,3,2.75,1120,3,98103
321000,5,2.75,3030,1,98032
682000,5,2.25,2120,1.5,98109
295700,4,2.5,1720,2,98092
609000,4,2.5,2150,2,98052
995000,3,4.5,4380,2,98166
530000,3,2.25,2010,2,98029
614000,5,2.5,3150,2,98118
390000,3,2.5,2500,1,98092
467000,3,2.5,1690,2,98053
484000,6,2.5,3300,1,98059
340000,3,2.5,1240,3,98103
302495,3,2.5,2200,2,98030
532500,3,1.75,1620,1,98117
441500,3,2.5,2420,2,98059
470000,4,2.5,2680,1,98198
2300000,4,3.25,4250,2,98004
590000,3,2.5,2400,1,98058
320000,3,1.75,2300,1,98133
363000,2,2,920,2,98144
747500,4,2.25,2350,2,98028
750000,2,2.5,2630,2,98053
831000,4,3,2170,2,98112
403000,3,2.5,1700,2,98065
445000,3,2.5,2470,2,98056
345000,3,1,1250,1,98072
2260000,3,3.5,3110,1,98004
371025,3,2,1530,1,98011
355000,2,1,960,1,98136
270000,3,1,1240,1,98058
425000,4,2.75,2440,2,98198
364808,3,1.75,2320,1,98058
320000,3,2.25,1580,1,98058
325000,4,2.5,2963,2,98030
350000,3,2.25,2470,2,98058
170000,3,1.5,1370,1,98168
255000,2,1,960,1,98070
550000,3,1,1130,1,98117
835000,4,4.25,4930,2,98092
420000,3,1,1150,1,98116
925000,4,2.5,2190,2.5,98040
389250,2,1.5,1490,1,98126
748000,3,2.5,2600,1,98033
284000,3,1.75,1530,1,98042
588000,4,2,1680,1,98115
372500,3,1.75,1680,1,98133
285000,4,3,1900,2,98042
360000,3,1,1570,1,98177
275000,3,1,1370,1,98024
428000,2,2,1350,1,98053
847000,6,2.5,3010,2,98177
316000,3,1,1010,1,98019
375000,3,2.5,2050,2,98003
533000,3,1,1670,1,98115
556000,5,2.5,3840,2,98023
225000,4,2,2220,1,98042
537250,4,2.5,2590,1,98155
255000,3,1,1180,1,98058
530000,4,2.5,2950,2,98059
5300000,6,6,7390,2,98040
595000,3,2.75,2150,2,98014
548000,4,2,2100,1,98008
234975,3,1.75,1650,1,98092
600000,3,1.75,1620,2.5,98102
432000,4,1,1750,1,98072
455000,3,1.5,1380,2,98034
279950,3,1.75,1510,1,98155
267500,3,1.5,1600,1,98030
620000,4,2.5,1840,2,98038
110000,2,1,830,1,98166
625000,3,3.5,1810,2,98122
389000,2,1,910,1,98115
1200000,4,2,2120,2,98112
788500,4,2.25,2510,2,98027
567000,5,2.25,2100,1,98033
515000,2,2.25,2690,1,98023
605000,4,2.5,2430,1,98155
430000,4,3.75,2452,2,98055
805000,2,1.75,1550,1,98199
567500,3,2.5,2080,2,98074
647500,3,1.75,1290,1,98144
495000,2,1.75,1850,2.5,98122
825000,4,2.5,3370,2,98027
435000,4,2.25,2730,2,98058
445950,3,1.75,1300,1,98034
960000,5,2.75,3040,2,98006
780000,4,3,2440,1.5,98103
274500,3,2.25,1720,1,98023
729953,5,3,3230,1.5,98133
464950,3,1.5,1200,2,98109
620000,4,1.75,2350,1,98005
735000,4,3.5,3100,2,98075
450000,4,2.25,2040,1,98133
450000,4,1,2000,1.5,98118
842500,4,2.5,2160,2.5,98122
360000,3,2,1970,1,98058
585000,3,2.5,2270,2,98070
461000,3,2.25,1850,1,98033
345000,2,1,1350,1,98126
1075000,3,2.5,3280,1,98115
643000,4,2.5,2270,2,98029
690000,4,2.5,2820,2,98074
282000,4,1,1200,1.5,98155
549000,3,1.75,2000,1,98117
815000,3,2,2310,2,98199
2200000,5,4.25,4640,2,98052
700000,3,2.25,2330,2,98052
933399,3,2.5,3940,2,98052
290000,3,1,1440,1,98055
372000,4,1.75,1960,1,98045
450000,2,1.75,1250,1,98103
303700,3,2.5,1981,2,98030
672000,4,2.5,2440,2,98029
334000,4,1.5,1150,1.5,98034
260000,2,1,1120,1,98178
749950,3,1.75,1800,1,98119
330000,4,2.25,2380,2,98022
830000,5,3,2920,2,98103
1131000,3,2.25,2790,1,98166
320000,3,1,1560,1,98155
260000,2,1,1550,1.5,98038
225000,3,2,1700,1,98146
279200,1,1,640,1,98117
520000,4,3.5,2680,2,98125
505000,3,2.5,1860,2,98029
234000,3,1.75,1490,1,98042
503000,4,2.5,2470,2,98155
606000,4,2.25,2390,1,98033
433500,3,1,1230,1,98115
250000,3,1.5,2840,1,98056
719000,3,2.5,2120,2,98006
381000,3,2,1770,1,98166
267000,3,2.5,2495,2,98001
275000,1,0.75,1170,1,98022
651000,4,2.5,2740,2,98074
439000,2,1,1050,1,98115
325000,2,1,1130,1,98146
490000,2,1,880,1,98115
519900,4,2.5,2403,2,98028
545000,4,2.75,3410,2,98038
1062500,4,4,5320,2,98075
542000,4,1.75,1900,1,98006
465000,4,1.75,1810,2,98077
408000,2,2,1200,1,98053
292000,4,2.5,2060,2,98030
253000,3,1.75,1250,1,98010
280000,2,1,910,1,98106
658588,3,2.25,2560,2,98027
635000,4,2.25,1920,1,98005
439000,4,2.25,2240,2,98011
300000,3,2.5,1260,2,98059
345000,3,1.5,1360,1,98198
283500,4,2.25,2100,2,98055
425000,2,1,2110,1.5,98103
685000,3,1.75,2210,1,98033
750000,3,2.5,2360,2,98006
245000,4,1.5,1280,1,98178
585444,6,3.75,2740,1,98144
706000,4,2.5,2740,2,98033
445000,4,2,2630,1.5,98146
241000,3,2,1650,1,98023
1175000,2,2.5,1770,2,98155
530000,3,1,1500,1.5,98126
350000,3,1.5,1430,1,98133
1700000,4,3.75,3190,2,98178
389000,3,1,1280,1,98072
799000,4,2.75,2390,2,98115
1400000,4,2.5,4040,1,98199
340895,2,1,920,1,98155
780000,4,2.5,2730,2,98074
350000,2,1.5,1320,1,98001
470000,3,2.5,2620,2,98065
914600,4,3,3180,2,98072
354000,4,2.5,2900,2,98042
470000,5,2,1900,1.5,98033
715000,3,2,1760,1,98103
265000,2,1,760,1,98108
2537000,4,3,3710,2,98105
640000,3,1,1530,1,98103
290000,4,1.75,1990,2,98168
480000,5,4.75,3830,1,98077
535000,3,2,2040,1,98144
907000,3,1.75,2170,1,98033
459000,3,1.75,1620,1,98034
1355000,3,2.5,3600,1,98008
264950,3,1.5,1470,1,98030
352950,3,1,1760,1.5,98103
491500,3,2.25,2230,1,98006
1229000,4,3.5,3770,2,98007
369500,3,1,1200,1,98155
566000,3,2.5,2090,2,98052
290000,3,2.25,1500,1,98055
5350000,5,5,8000,2,98004
180000,3,1,870,1,98042
215000,2,1,1010,1,98133
302000,2,1,1010,1,98133
352500,3,1.75,1860,1,98198
235867,4,2,1330,1,98056
500000,3,2.25,1760,2,98074
382000,3,2.25,1800,2,98019
515000,5,2.5,1690,1.5,98117
250000,1,1,660,1,98144
672500,3,2.25,2400,1.5,98117
755000,3,2.25,3020,2,98052
707500,3,1,1500,2,98109
459000,4,2,1560,1,98117
140000,3,1,1090,1.5,98032
495000,2,1,970,1,98103
757000,3,3.25,3190,2,98029
765000,3,3.25,3190,2,98029
359000,4,1.5,1890,1,98125
440000,3,1,1050,1,98136
400000,4,1.5,1390,1,98133
652000,3,2,1700,1,98117
260000,3,1.75,1050,1,98166
1328000,5,3,3340,1,98040
519500,4,2,1540,1,98027
650000,3,1,1710,1.5,98103
280000,4,2.25,2100,2,98003
515000,4,1.75,1730,1,98007
400000,3,2.25,1500,2,98034
652100,3,2.5,2380,2,98074
235000,6,3,2180,2,98003
701000,4,1.5,1840,2,98118
640000,4,2.5,2341,2,98052
455800,3,2.5,1690,2,98053
504750,3,2.5,2490,2,98014
483000,3,3,2440,2,98074
530000,3,0.75,920,1,98070
250000,2,1,1030,1,98146
229950,5,2.75,2000,1,98023
884744,4,3.5,4210,2,98074
514000,3,1.5,1610,1,98052
532000,3,2.25,1910,1,98027
423000,4,2.5,2660,2,98059
420000,2,1,820,1,98126
521000,3,1.75,1730,1,98011
577000,4,2.25,2360,2,98033
425000,3,1,970,1,98007
495000,4,2.5,2460,2,98028
340000,3,2.5,2690,2,98023
499950,3,3.5,1820,2,98144
1218000,4,3,3470,2,98116
720000,4,2.75,3370,1,98056
249000,3,1.5,1700,1,98031
206135,3,1,1340,1,98030
300000,5,2.75,2000,2,98055
612000,6,3,3840,1.5,98178
1102030,5,2.5,3890,2,98177
230000,4,2,1220,1.5,98023
850000,3,1,2280,1,98119
355000,4,2.5,2770,1,98001
442000,4,2.5,2520,2,98059
399000,4,3,3060,2,98042
360000,4,2.5,2390,2,98092
390000,3,1.75,1320,1,98058
413000,5,2.5,2900,1,98011
190000,2,1,700,1,98118
432900,3,2.5,2210,2,98045
621138,3,2.25,2180,2,98074
270000,3,2.25,2080,1.5,98042
610000,4,2.25,2090,1,98075
500000,3,2,1720,1,98108
715000,4,2.25,2460,1,98053
264000,3,1.5,1470,1,98042
550000,3,1.75,1650,1.5,98102
337000,3,2,1690,1,98042
170000,3,1,970,1,98198
405000,4,2.5,2030,1,98034
775000,4,2.5,2540,1,98052
425000,3,2.25,1570,1,98034
713000,5,2.75,2580,2,98007
555000,5,2.5,2090,1,98008
810000,4,2.5,3260,2,98029
1250000,4,3.75,3830,2,98077
819000,3,3.5,2130,2,98199
409900,3,2.5,1690,2,98106
935000,2,2.5,1780,2,98004
657500,4,1.75,1620,1,98117
900000,6,3.75,4210,2,98059
932800,5,3.25,2980,2.5,98115
391000,3,2,1490,1,98006
420000,4,2.5,2110,2,98059
1300000,6,3.5,6563,2,98005
415000,3,1.5,1510,1,98133
350000,3,1.75,1830,1,98146
375000,2,1,1230,2,98107
860000,3,1.75,2180,1,98033
495000,4,2.25,2220,1,98006
250000,4,2.25,1730,1,98001
365000,4,2.25,1990,1,98058
503000,3,2.75,1540,1,98034
150000,2,1,1100,1,98058
450000,4,1.75,1640,1,98105
355000,4,3,2590,2,98001
245000,3,2,1450,2,98003
265900,3,2,1180,1,98031
299000,4,2.5,1820,1,98058
957500,4,2.25,2360,2,98040
343000,3,1,1120,1,98034
307500,3,2.25,1646,2,98038
937500,5,3.75,4210,2,98065
610000,3,3,2480,1,98077
720000,3,1.5,1590,1,98136
610000,4,2,2130,1.5,98103
434500,3,1.75,1650,1,98034
602500,2,2.5,3090,1,98058
607010,4,2.5,2180,2,98118
610000,3,1,1800,1,98117
828500,4,2.5,3720,2,98072
199990,3,1,1100,1,98023
294000,3,1.75,1530,1,98038
789500,4,2.5,3010,2,98052
797000,3,3.5,3500,2,98075
539950,5,3,3100,2,98065
284950,4,1.5,2000,1,98198
776500,4,1.5,2290,1,98033
525000,4,2.5,2400,1,98034
303000,3,2.5,1850,2,98092
722080,3,3.25,3680,2,98074
140000,3,1,1060,1,98198
235000,3,1,1060,1,98198
440000,3,1,1610,1.5,98103
605000,3,1.75,2330,1.5,98126
380000,2,1,1210,1,98108
352000,4,1,1530,1,98106
420000,4,2.25,2270,1,98072
1175000,4,2,2590,2,98199
1375000,3,1.5,1850,1,98004
300000,3,1.5,1500,1.5,98168
1150000,4,3.25,4740,2,98053
453500,2,1.5,1710,1,98136
443500,3,2,1920,1,98177
332000,2,1,1150,1,98155
655000,3,2.5,2320,2,98075
475000,4,1,1420,1.5,98115
372500,3,1.75,1550,1,98045
1050000,4,2.5,2920,1,98144
500000,3,1.75,1620,1,98115
900000,6,2.75,2300,1.5,98040
327500,3,1,1070,1,98118
390000,3,1.75,1790,1,98019
451101,2,1.5,1510,2,98007
455000,4,1,1340,1.5,98116
650000,4,2.5,3350,2,98010
895000,3,2.5,2500,2,98112
800000,4,2.25,2350,1,98040
703770,4,2.25,2550,2,98006
249950,3,1.75,1320,1,98002
512000,2,2,1270,1,98105
780000,5,2.5,3480,1,98027
336000,3,2.25,2820,2,98092
285000,3,2,2110,1.5,98178
229900,3,1.75,1100,1,98032
667500,4,3,1920,1.5,98116
378000,4,2.5,1890,1,98045
454000,3,2.5,2530,2,98045
537500,4,2.5,2550,2,98075
425000,3,1,1550,1.5,98118
290000,3,2,1760,1,98030
349500,3,2,1270,1,98122
370000,3,2.75,1250,2,98136
549500,3,1.75,1620,1,98125
245000,2,1,710,1,98126
208000,3,1.75,1070,1,98010
248000,4,2.25,2320,1,98032
610000,4,3.25,5450,1.5,98042
550000,4,2.5,1670,2,98155
750000,3,2.75,3010,2,98045
192000,2,1.75,1340,1,98055
169317,2,1,790,1,98112
1198000,4,3.5,3400,2.5,98112
880000,2,1,1530,1.5,98112
210000,1,1,930,1,98133
180500,3,1.5,1540,1,98058
540000,4,2,1990,2,98074
520000,3,1.75,2300,1,98072
177500,3,1.5,1220,1,98055
415000,3,1.75,2380,1,98118
495000,4,2.5,2020,1,98034
325000,3,2.25,1890,1,98168
440000,2,1.75,1330,1,98052
411000,3,1.75,1490,1,98155
810000,5,3.5,3550,2,98118
561750,5,1.75,2040,1,98008
835100,4,2.5,2380,1,98005
450000,3,2.25,1780,1,98034
238000,3,2.5,1650,2,98055
299000,3,1,1510,1,98001
570000,2,1,1100,1,98199
340000,3,1.75,2190,2,98042
450000,2,1.75,1760,1.5,98116
272750,4,1.5,1800,1,98146
520000,4,2,2000,2,98115
284950,3,1,990,1,98059
255000,2,1.5,1480,1,98188
231500,2,1,1200,1,98168
415000,1,2,3000,2.5,98014
330000,4,2.5,3504,2,98001
365000,3,1.5,1300,1,98028
425000,4,2,1330,1.5,98198
400000,4,1.75,1850,1,98108
335000,4,2.5,2240,2,98023
342000,3,3,1260,2,98144
490000,8,5,2800,2,98122
331500,4,1.75,1820,1,98059
960000,3,2.5,1730,3,98074
720500,4,2.5,3350,2,98053
830000,3,2.5,3370,2,98126
662990,3,1.75,1240,1.5,98116
220000,4,2,2340,1.5,98030
349950,5,2,1880,1,98118
550000,3,2,1810,1,98109
396000,3,1.75,2340,1,98106
635000,4,1.5,2820,2,98103
293000,3,1,1020,1,98133
339000,3,2.25,2090,1,98058
285000,4,2.25,1830,2,98030
775000,6,2.75,2980,1.5,98103
224000,4,1.5,1600,1,98002
2250000,4,3.5,4440,2,98144
165050,3,1,1200,1,98022
275000,3,1.25,1230,1.5,98118
445000,5,3,2930,1,98118
510000,3,2.25,2370,1,98077
1230000,4,2.5,3040,2,98040
390000,3,1.5,1610,1,98155
460000,3,2.25,2350,1,98028
700000,3,1.75,2000,1,98005
874150,4,3.5,3530,2,98034
